Compilation;Date;Value;plotParameter;Order
"NEB 2003 - Techno-Vert";2002-06-01;738683.24950476;1;7
"NEB 2003 - Techno-Vert";2002-06-14;744128.43021189;1;7
"NEB 2003 - Techno-Vert";2002-06-27;749573.61091901;1;7
"NEB 2003 - Techno-Vert";2002-07-10;755018.79162613;1;7
"NEB 2003 - Techno-Vert";2002-07-23;760463.97233324;1;7
"NEB 2003 - Techno-Vert";2002-08-05;766243.20382102;1;7
"NEB 2003 - Techno-Vert";2002-08-18;773040.57784223;1;7
"NEB 2003 - Techno-Vert";2002-08-31;779795.56961066;1;7
"NEB 2003 - Techno-Vert";2002-09-13;786550.5613791;1;7
"NEB 2003 - Techno-Vert";2002-09-26;793305.55314753;1;7
"NEB 2003 - Techno-Vert";2002-10-09;800286.15237478;1;7
"NEB 2003 - Techno-Vert";2002-10-22;807893.81196937;1;7
"NEB 2003 - Techno-Vert";2002-11-04;816007.43453373;1;7
"NEB 2003 - Techno-Vert";2002-11-17;823920.34361737;1;7
"NEB 2003 - Techno-Vert";2002-11-30;830729.328557;1;7
"NEB 2003 - Techno-Vert";2002-12-13;837538.31349662;1;7
"NEB 2003 - Techno-Vert";2002-12-26;843741.69260603;1;7
"NEB 2003 - Techno-Vert";2003-01-08;849894.60456291;1;7
"NEB 2003 - Techno-Vert";2003-01-21;858561.2499842;1;7
"NEB 2003 - Techno-Vert";2003-02-03;868345.11027857;1;7
"NEB 2003 - Techno-Vert";2003-02-16;875395.94094279;1;7
"NEB 2003 - Techno-Vert";2003-03-01;881626.72756749;1;7
"NEB 2003 - Techno-Vert";2003-03-14;887857.51419219;1;7
"NEB 2003 - Techno-Vert";2003-03-27;894088.30081689;1;7
"NEB 2003 - Techno-Vert";2003-04-09;900552.12222012;1;7
"NEB 2003 - Techno-Vert";2003-04-22;906739.98674948;1;7
"NEB 2003 - Techno-Vert";2003-05-05;912927.85127884;1;7
"NEB 2003 - Techno-Vert";2003-05-18;919115.71580818;1;7
"NEB 2003 - Techno-Vert";2003-05-31;925470.81569991;1;7
"NEB 2003 - Techno-Vert";2003-06-13;932383.36679954;1;7
"NEB 2003 - Techno-Vert";2003-06-26;938966.10784124;1;7
"NEB 2003 - Techno-Vert";2003-07-09;945266.15454756;1;7
"NEB 2003 - Techno-Vert";2003-07-22;951134.43132711;1;7
"NEB 2003 - Techno-Vert";2003-08-04;956966.72727942;1;7
"NEB 2003 - Techno-Vert";2003-08-17;962799.02323174;1;7
"NEB 2003 - Techno-Vert";2003-08-30;969079.54571658;1;7
"NEB 2003 - Techno-Vert";2003-09-12;975625.89364161;1;7
"NEB 2003 - Techno-Vert";2003-09-25;982140.03024566;1;7
"NEB 2003 - Techno-Vert";2003-10-08;988365.90101007;1;7
"NEB 2003 - Techno-Vert";2003-10-21;993006.3096564;1;7
"NEB 2003 - Techno-Vert";2003-11-03;997646.71830274;1;7
"NEB 2003 - Techno-Vert";2003-11-16;1002287.1269491;1;7
"NEB 2003 - Techno-Vert";2003-11-29;1006927.5355954;1;7
"NEB 2003 - Techno-Vert";2003-12-12;1012223.635566;1;7
"NEB 2003 - Techno-Vert";2003-12-25;1025220.2176108;1;7
"NEB 2003 - Techno-Vert";2004-01-07;1034602.3955597;1;7
"NEB 2003 - Techno-Vert";2004-01-20;1039767.7687298;1;7
"NEB 2003 - Techno-Vert";2004-02-02;1044933.1418999;1;7
"NEB 2003 - Techno-Vert";2004-02-15;1050098.51507;1;7
"NEB 2003 - Techno-Vert";2004-02-28;1055498.3993751;1;7
"NEB 2003 - Techno-Vert";2004-03-12;1061099.2932244;1;7
"NEB 2003 - Techno-Vert";2004-03-25;1067498.8869784;1;7
"NEB 2003 - Techno-Vert";2004-04-07;1074583.0806506;1;7
"NEB 2003 - Techno-Vert";2004-04-20;1081667.2743229;1;7
"NEB 2003 - Techno-Vert";2004-05-03;1088546.951959;1;7
"NEB 2003 - Techno-Vert";2004-05-16;1093392.0373539;1;7
"NEB 2003 - Techno-Vert";2004-05-29;1097391.5776733;1;7
"NEB 2003 - Techno-Vert";2004-06-11;1101391.1179927;1;7
"NEB 2003 - Techno-Vert";2004-06-24;1116955.8187695;1;7
"NEB 2003 - Techno-Vert";2004-07-07;1128021.6401179;1;7
"NEB 2003 - Techno-Vert";2004-07-20;1141118.4369583;1;7
"NEB 2003 - Techno-Vert";2004-08-02;1152039.168175;1;7
"NEB 2003 - Techno-Vert";2004-08-15;1159373.9557781;1;7
"NEB 2003 - Techno-Vert";2004-08-28;1166708.7433811;1;7
"NEB 2003 - Techno-Vert";2004-09-10;1174447.5887299;1;7
"NEB 2003 - Techno-Vert";2004-09-23;1181711.6780994;1;7
"NEB 2003 - Techno-Vert";2004-10-06;1188658.0003076;1;7
"NEB 2003 - Techno-Vert";2004-10-19;1195604.3225158;1;7
"NEB 2003 - Techno-Vert";2004-11-01;1202550.6447239;1;7
"NEB 2003 - Techno-Vert";2004-11-14;1207261.7259303;1;7
"NEB 2003 - Techno-Vert";2004-11-27;1210575.7815106;1;7
"NEB 2003 - Techno-Vert";2004-12-10;1213889.8370909;1;7
"NEB 2003 - Techno-Vert";2004-12-23;1217203.8926712;1;7
"NEB 2003 - Techno-Vert";2005-01-05;1220517.9482515;1;7
"NEB 2003 - Techno-Vert";2005-01-18;1223832.0038318;1;7
"NEB 2003 - Techno-Vert";2005-01-31;1227146.0594121;1;7
"NEB 2003 - Techno-Vert";2005-02-13;1230460.1149924;1;7
"NEB 2003 - Techno-Vert";2005-02-26;1233774.1705727;1;7
"NEB 2003 - Techno-Vert";2005-03-11;1237088.226153;1;7
"NEB 2003 - Techno-Vert";2005-03-24;1240402.2817333;1;7
"NEB 2003 - Techno-Vert";2005-04-06;1243716.3373136;1;7
"NEB 2003 - Techno-Vert";2005-04-19;1247030.3928938;1;7
"NEB 2003 - Techno-Vert";2005-05-02;1250344.4484742;1;7
"NEB 2003 - Techno-Vert";2005-05-15;1253658.5040544;1;7
"NEB 2003 - Techno-Vert";2005-05-28;1256972.5596347;1;7
"NEB 2003 - Techno-Vert";2005-06-10;1260286.615215;1;7
"NEB 2003 - Techno-Vert";2005-06-23;1263199.3278443;1;7
"NEB 2003 - Techno-Vert";2005-07-06;1265209.0188337;1;7
"NEB 2003 - Techno-Vert";2005-07-19;1267218.7098232;1;7
"NEB 2003 - Techno-Vert";2005-08-01;1269228.4008126;1;7
"NEB 2003 - Techno-Vert";2005-08-14;1271238.091802;1;7
"NEB 2003 - Techno-Vert";2005-08-27;1273247.7827915;1;7
"NEB 2003 - Techno-Vert";2005-09-09;1275363.0403925;1;7
"NEB 2003 - Techno-Vert";2005-09-22;1277538.8878817;1;7
"NEB 2003 - Techno-Vert";2005-10-05;1279431.6393901;1;7
"NEB 2003 - Techno-Vert";2005-10-18;1281324.3908984;1;7
"NEB 2003 - Techno-Vert";2005-10-31;1283217.1424068;1;7
"NEB 2003 - Techno-Vert";2005-11-13;1285109.8939152;1;7
"NEB 2003 - Techno-Vert";2005-11-26;1287513.3912018;1;7
"NEB 2003 - Techno-Vert";2005-12-09;1290239.5701487;1;7
"NEB 2003 - Techno-Vert";2005-12-22;1292965.7490955;1;7
"NEB 2003 - Techno-Vert";2006-01-04;1295691.9280423;1;7
"NEB 2003 - Techno-Vert";2006-01-17;1298418.1069892;1;7
"NEB 2003 - Techno-Vert";2006-01-30;1301144.285936;1;7
"NEB 2003 - Techno-Vert";2006-02-12;1303870.4648828;1;7
"NEB 2003 - Techno-Vert";2006-02-25;1306596.6438297;1;7
"NEB 2003 - Techno-Vert";2006-03-10;1309322.8227765;1;7
"NEB 2003 - Techno-Vert";2006-03-23;1312049.0017234;1;7
"NEB 2003 - Techno-Vert";2006-04-05;1314775.1806702;1;7
"NEB 2003 - Techno-Vert";2006-04-18;1317501.359617;1;7
"NEB 2003 - Techno-Vert";2006-05-01;1320227.5385639;1;7
"NEB 2003 - Techno-Vert";2006-05-14;1322953.7175107;1;7
"NEB 2003 - Techno-Vert";2006-05-27;1325679.8964576;1;7
"NEB 2003 - Techno-Vert";2006-06-09;1328406.0754044;1;7
"NEB 2003 - Techno-Vert";2006-06-22;1331132.2543512;1;7
"NEB 2003 - Techno-Vert";2006-07-05;1333858.4332981;1;7
"NEB 2003 - Techno-Vert";2006-07-18;1336584.6122449;1;7
"NEB 2003 - Techno-Vert";2006-07-31;1339310.7911917;1;7
"NEB 2003 - Techno-Vert";2006-08-13;1342036.9701386;1;7
"NEB 2003 - Techno-Vert";2006-08-26;1344763.1490854;1;7
"NEB 2003 - Techno-Vert";2006-09-08;1347489.3280323;1;7
"NEB 2003 - Techno-Vert";2006-09-21;1350215.5069791;1;7
"NEB 2003 - Techno-Vert";2006-10-04;1352941.6859259;1;7
"NEB 2003 - Techno-Vert";2006-10-17;1355667.8648728;1;7
"NEB 2003 - Techno-Vert";2006-10-30;1358394.0438196;1;7
"NEB 2003 - Techno-Vert";2006-11-12;1361120.2227664;1;7
"NEB 2003 - Techno-Vert";2006-11-25;1363846.4017133;1;7
"NEB 2003 - Techno-Vert";2006-12-08;1366491.548487;1;7
"NEB 2003 - Techno-Vert";2006-12-21;1369067.2391125;1;7
"NEB 2003 - Techno-Vert";2007-01-03;1371642.9297379;1;7
"NEB 2003 - Techno-Vert";2007-01-16;1374218.6203634;1;7
"NEB 2003 - Techno-Vert";2007-01-29;1376794.3109889;1;7
"NEB 2003 - Techno-Vert";2007-02-11;1379693.6516018;1;7
"NEB 2003 - Techno-Vert";2007-02-24;1382592.9922147;1;7
"NEB 2003 - Techno-Vert";2007-03-09;1384970.2738174;1;7
"NEB 2003 - Techno-Vert";2007-03-22;1387021.2685387;1;7
"NEB 2003 - Techno-Vert";2007-04-04;1389072.26326;1;7
"NEB 2003 - Techno-Vert";2007-04-17;1391123.2579813;1;7
"NEB 2003 - Techno-Vert";2007-04-30;1393174.2527026;1;7
"NEB 2003 - Techno-Vert";2007-05-13;1395225.2474239;1;7
"NEB 2003 - Techno-Vert";2007-05-26;1397276.2421452;1;7
"NEB 2003 - Techno-Vert";2007-06-08;1399933.3320471;1;7
"NEB 2003 - Techno-Vert";2007-06-21;1402859.7975848;1;7
"NEB 2003 - Techno-Vert";2007-07-04;1405786.2631225;1;7
"NEB 2003 - Techno-Vert";2007-07-17;1408321.7836924;1;7
"NEB 2003 - Techno-Vert";2007-07-30;1409977.6780848;1;7
"NEB 2003 - Techno-Vert";2007-08-12;1411633.5724772;1;7
"NEB 2003 - Techno-Vert";2007-08-25;1413289.4668696;1;7
"NEB 2003 - Techno-Vert";2007-09-07;1414945.361262;1;7
"NEB 2003 - Techno-Vert";2007-09-20;1416601.2556544;1;7
"NEB 2003 - Techno-Vert";2007-10-03;1418257.1500468;1;7
"NEB 2003 - Techno-Vert";2007-10-16;1419913.0444392;1;7
"NEB 2003 - Techno-Vert";2007-10-29;1421568.9388316;1;7
"NEB 2003 - Techno-Vert";2007-11-11;1423224.833224;1;7
"NEB 2003 - Techno-Vert";2007-11-24;1424880.7276164;1;7
"NEB 2003 - Techno-Vert";2007-12-07;1426536.6220088;1;7
"NEB 2003 - Techno-Vert";2007-12-20;1428192.5164013;1;7
"NEB 2003 - Techno-Vert";2008-01-02;1429848.4107937;1;7
"NEB 2003 - Techno-Vert";2008-01-15;1431328.0382084;1;7
"NEB 2003 - Techno-Vert";2008-01-28;1432525.6384587;1;7
"NEB 2003 - Techno-Vert";2008-02-10;1433723.238709;1;7
"NEB 2003 - Techno-Vert";2008-02-23;1434920.8389594;1;7
"NEB 2003 - Techno-Vert";2008-03-07;1436118.4392097;1;7
"NEB 2003 - Techno-Vert";2008-03-20;1437633.6503393;1;7
"NEB 2003 - Techno-Vert";2008-04-02;1439206.6089014;1;7
"NEB 2003 - Techno-Vert";2008-04-15;1440779.5674636;1;7
"NEB 2003 - Techno-Vert";2008-04-28;1442352.5260258;1;7
"NEB 2003 - Techno-Vert";2008-05-11;1443925.4845879;1;7
"NEB 2003 - Techno-Vert";2008-05-24;1445498.4431501;1;7
"NEB 2003 - Techno-Vert";2008-06-06;1447071.4017123;1;7
"NEB 2003 - Techno-Vert";2008-06-19;1448644.3602744;1;7
"NEB 2003 - Techno-Vert";2008-07-02;1450217.3188366;1;7
"NEB 2003 - Techno-Vert";2008-07-15;1451790.2773987;1;7
"NEB 2003 - Techno-Vert";2008-07-28;1453363.2359609;1;7
"NEB 2003 - Techno-Vert";2008-08-10;1454936.1945231;1;7
"NEB 2003 - Techno-Vert";2008-08-23;1456509.1530852;1;7
"NEB 2003 - Techno-Vert";2008-09-05;1458082.1116474;1;7
"NEB 2003 - Techno-Vert";2008-09-18;1459655.0702095;1;7
"NEB 2003 - Techno-Vert";2008-10-01;1461228.0287717;1;7
"NEB 2003 - Techno-Vert";2008-10-14;1462800.9873339;1;7
"NEB 2003 - Techno-Vert";2008-10-27;1464373.945896;1;7
"NEB 2003 - Techno-Vert";2008-11-09;1465946.9044582;1;7
"NEB 2003 - Techno-Vert";2008-11-22;1467519.8630203;1;7
"NEB 2003 - Techno-Vert";2008-12-05;1469231.700974;1;7
"NEB 2003 - Techno-Vert";2008-12-18;1470968.7897261;1;7
"NEB 2003 - Techno-Vert";2008-12-31;1472705.8784782;1;7
"NEB 2003 - Techno-Vert";2009-01-13;1474442.9672303;1;7
"NEB 2003 - Techno-Vert";2009-01-26;1476180.0559824;1;7
"NEB 2003 - Techno-Vert";2009-02-08;1477917.1447346;1;7
"NEB 2003 - Techno-Vert";2009-02-21;1479800.7629977;1;7
"NEB 2003 - Techno-Vert";2009-03-06;1482014.0726605;1;7
"NEB 2003 - Techno-Vert";2009-03-19;1484227.3823233;1;7
"NEB 2003 - Techno-Vert";2009-04-01;1485988.8049609;1;7
"NEB 2003 - Techno-Vert";2009-04-14;1487923.3978527;1;7
"NEB 2003 - Techno-Vert";2009-04-27;1490038.7000357;1;7
"NEB 2003 - Techno-Vert";2009-05-10;1492154.0022187;1;7
"NEB 2003 - Techno-Vert";2009-05-23;1494525.3738232;1;7
"NEB 2003 - Techno-Vert";2009-06-05;1497306.4565022;1;7
"NEB 2003 - Techno-Vert";2009-06-18;1500087.5391812;1;7
"NEB 2003 - Techno-Vert";2009-07-01;1502868.6218602;1;7
"NEB 2003 - Techno-Vert";2009-07-14;1505649.7045392;1;7
"NEB 2003 - Techno-Vert";2009-07-27;1508430.7872182;1;7
"NEB 2003 - Techno-Vert";2009-08-09;1511211.8698972;1;7
"NEB 2003 - Techno-Vert";2009-08-22;1513992.9525762;1;7
"NEB 2003 - Techno-Vert";2009-09-04;1516774.0352552;1;7
"NEB 2003 - Techno-Vert";2009-09-17;1519555.1179342;1;7
"NEB 2003 - Techno-Vert";2009-09-30;1522336.2006132;1;7
"NEB 2003 - Techno-Vert";2009-10-13;1525117.2832922;1;7
"NEB 2003 - Techno-Vert";2009-10-26;1527898.3659712;1;7
"NEB 2003 - Techno-Vert";2009-11-08;1530679.4486502;1;7
"NEB 2003 - Techno-Vert";2009-11-21;1533460.5313291;1;7
"NEB 2003 - Techno-Vert";2009-12-04;1536241.6140082;1;7
"NEB 2003 - Techno-Vert";2009-12-17;1539022.6966871;1;7
"NEB 2003 - Techno-Vert";2009-12-30;1541803.7793661;1;7
"NEB 2003 - Techno-Vert";2010-01-12;1544584.8620451;1;7
"NEB 2003 - Techno-Vert";2010-01-25;1547365.9447241;1;7
"NEB 2003 - Techno-Vert";2010-02-07;1550147.0274031;1;7
"NEB 2003 - Techno-Vert";2010-02-20;1552928.1100821;1;7
"NEB 2003 - Techno-Vert";2010-03-05;1555709.1927611;1;7
"NEB 2003 - Techno-Vert";2010-03-18;1558490.2754401;1;7
"NEB 2003 - Techno-Vert";2010-03-31;1561271.3581191;1;7
"NEB 2003 - Techno-Vert";2010-04-13;1564052.4407981;1;7
"NEB 2003 - Techno-Vert";2010-04-26;1566833.5234771;1;7
"NEB 2003 - Techno-Vert";2010-05-09;1569272.3057798;1;7
"NEB 2003 - Techno-Vert";2010-05-22;1571648.8516504;1;7
"NEB 2003 - Techno-Vert";2010-06-04;1574025.3975211;1;7
"NEB 2003 - Techno-Vert";2010-06-17;1576401.9433918;1;7
"NEB 2003 - Techno-Vert";2010-06-30;1578465.4662282;1;7
"NEB 2003 - Techno-Vert";2010-07-13;1580389.8677161;1;7
"NEB 2003 - Techno-Vert";2010-07-26;1584072.2644344;1;7
"NEB 2003 - Techno-Vert";2010-08-08;1588074.2966491;1;7
"NEB 2003 - Techno-Vert";2010-08-21;1592076.3288639;1;7
"NEB 2003 - Techno-Vert";2010-09-03;1596078.3610786;1;7
"NEB 2003 - Techno-Vert";2010-09-16;1600080.3932934;1;7
"NEB 2003 - Techno-Vert";2010-09-29;1604795.1564281;1;7
"NEB 2003 - Techno-Vert";2010-10-12;1609723.7388389;1;7
"NEB 2003 - Techno-Vert";2010-10-25;1614652.3212496;1;7
"NEB 2003 - Techno-Vert";2010-11-07;1619580.9036603;1;7
"NEB 2003 - Techno-Vert";2010-11-20;1624509.486071;1;7
"NEB 2003 - Techno-Vert";2010-12-03;1629438.0684817;1;7
"NEB 2003 - Techno-Vert";2010-12-16;1634366.6508924;1;7
"NEB 2003 - Techno-Vert";2010-12-29;1639295.2333032;1;7
"NEB 2003 - Techno-Vert";2011-01-11;1644223.8157139;1;7
"NEB 2003 - Techno-Vert";2011-01-24;1649152.3981246;1;7
"NEB 2003 - Techno-Vert";2011-02-06;1654080.9805353;1;7
"NEB 2003 - Techno-Vert";2011-02-19;1659009.562946;1;7
"NEB 2003 - Techno-Vert";2011-03-04;1663938.1453568;1;7
"NEB 2003 - Techno-Vert";2011-03-17;1668866.7277675;1;7
"NEB 2003 - Techno-Vert";2011-03-30;1673795.3101782;1;7
"NEB 2003 - Techno-Vert";2011-04-12;1678723.8925889;1;7
"NEB 2003 - Techno-Vert";2011-04-25;1683652.4749996;1;7
"NEB 2003 - Techno-Vert";2011-05-08;1688581.0574103;1;7
"NEB 2003 - Techno-Vert";2011-05-21;1693509.6398211;1;7
"NEB 2003 - Techno-Vert";2011-06-03;1698438.2222318;1;7
"NEB 2003 - Techno-Vert";2011-06-16;1703366.8046425;1;7
"NEB 2003 - Techno-Vert";2011-06-29;1708295.3870532;1;7
"NEB 2003 - Techno-Vert";2011-07-12;1713223.9694639;1;7
"NEB 2003 - Techno-Vert";2011-07-25;1718152.5518747;1;7
"NEB 2003 - Techno-Vert";2011-08-07;1723081.1342854;1;7
"NEB 2003 - Techno-Vert";2011-08-20;1726515.1414184;1;7
"NEB 2003 - Techno-Vert";2011-09-02;1728668.0840277;1;7
"NEB 2003 - Techno-Vert";2011-09-15;1730651.8824142;1;7
"NEB 2003 - Techno-Vert";2011-09-28;1732529.9656615;1;7
"NEB 2003 - Techno-Vert";2011-10-11;1734408.0489088;1;7
"NEB 2003 - Techno-Vert";2011-10-24;1736286.1321561;1;7
"NEB 2003 - Techno-Vert";2011-11-06;1738046.2713689;1;7
"NEB 2003 - Techno-Vert";2011-11-19;1739787.979425;1;7
"NEB 2003 - Techno-Vert";2011-12-02;1741733.1121248;1;7
"NEB 2003 - Techno-Vert";2011-12-15;1743678.2448245;1;7
"NEB 2003 - Techno-Vert";2011-12-28;1746198.1382367;1;7
"NEB 2003 - Techno-Vert";2012-01-10;1749077.2570942;1;7
"NEB 2003 - Techno-Vert";2012-01-23;1751956.3759517;1;7
"NEB 2003 - Techno-Vert";2012-02-05;1754835.4948091;1;7
"NEB 2003 - Techno-Vert";2012-02-18;1757714.6136666;1;7
"NEB 2003 - Techno-Vert";2012-03-02;1760593.7325241;1;7
"NEB 2003 - Techno-Vert";2012-03-15;1763472.8513816;1;7
"NEB 2003 - Techno-Vert";2012-03-28;1766351.9702391;1;7
"NEB 2003 - Techno-Vert";2012-04-10;1769231.0890966;1;7
"NEB 2003 - Techno-Vert";2012-04-23;1772110.2079541;1;7
"NEB 2003 - Techno-Vert";2012-05-06;1774989.3268116;1;7
"NEB 2003 - Techno-Vert";2012-05-19;1777868.4456691;1;7
"NEB 2003 - Techno-Vert";2012-06-01;1780747.5645266;1;7
"NEB 2003 - Techno-Vert";2012-06-14;1783626.6833841;1;7
"NEB 2003 - Techno-Vert";2012-06-27;1786505.8022416;1;7
"NEB 2003 - Techno-Vert";2012-07-10;1789384.9210991;1;7
"NEB 2003 - Techno-Vert";2012-07-23;1792264.0399566;1;7
"NEB 2003 - Techno-Vert";2012-08-05;1795143.1588141;1;7
"NEB 2003 - Techno-Vert";2012-08-18;1798022.2776716;1;7
"NEB 2003 - Techno-Vert";2012-08-31;1800901.3965291;1;7
"NEB 2003 - Techno-Vert";2012-09-13;1803780.5153866;1;7
"NEB 2003 - Techno-Vert";2012-09-26;1806659.634244;1;7
"NEB 2003 - Techno-Vert";2012-10-09;1809538.7531015;1;7
"NEB 2003 - Techno-Vert";2012-10-22;1812417.871959;1;7
"NEB 2003 - Techno-Vert";2012-11-04;1815296.9908165;1;7
"NEB 2003 - Techno-Vert";2012-11-17;1818176.109674;1;7
"NEB 2003 - Techno-Vert";2012-11-30;1821055.2285315;1;7
"NEB 2003 - Techno-Vert";2012-12-13;1823934.347389;1;7
"NEB 2003 - Techno-Vert";2012-12-26;1826813.4662465;1;7
"NEB 2003 - Techno-Vert";2013-01-08;1829692.585104;1;7
"NEB 2003 - Techno-Vert";2013-01-21;1832571.7039615;1;7
"NEB 2003 - Techno-Vert";2013-02-03;1835450.822819;1;7
"NEB 2003 - Techno-Vert";2013-02-16;1838329.9416765;1;7
"NEB 2003 - Techno-Vert";2013-03-01;1841004.4110246;1;7
"NEB 2003 - Techno-Vert";2013-03-14;1843307.4852921;1;7
"NEB 2003 - Techno-Vert";2013-03-27;1845587.189581;1;7
"NEB 2003 - Techno-Vert";2013-04-09;1847866.8938699;1;7
"NEB 2003 - Techno-Vert";2013-04-22;1850146.5981588;1;7
"NEB 2003 - Techno-Vert";2013-05-05;1852426.3024477;1;7
"NEB 2003 - Techno-Vert";2013-05-18;1854956.3514625;1;7
"NEB 2003 - Techno-Vert";2013-05-31;1858042.8989215;1;7
"NEB 2003 - Techno-Vert";2013-06-13;1861129.4463804;1;7
"NEB 2003 - Techno-Vert";2013-06-26;1864215.9938394;1;7
"NEB 2003 - Techno-Vert";2013-07-09;1867302.5412984;1;7
"NEB 2003 - Techno-Vert";2013-07-22;1870389.0887573;1;7
"NEB 2003 - Techno-Vert";2013-08-04;1873475.6362163;1;7
"NEB 2003 - Techno-Vert";2013-08-17;1876562.1836752;1;7
"NEB 2003 - Techno-Vert";2013-08-30;1879648.7311342;1;7
"NEB 2003 - Techno-Vert";2013-09-12;1882735.2785932;1;7
"NEB 2003 - Techno-Vert";2013-09-25;1885821.8260522;1;7
"NEB 2003 - Techno-Vert";2013-10-08;1888908.3735112;1;7
"NEB 2003 - Techno-Vert";2013-10-21;1891994.9209701;1;7
"NEB 2003 - Techno-Vert";2013-11-03;1895081.4684291;1;7
"NEB 2003 - Techno-Vert";2013-11-16;1898168.0158881;1;7
"NEB 2003 - Techno-Vert";2013-11-29;1901254.5633471;1;7
"NEB 2003 - Techno-Vert";2013-12-12;1904341.110806;1;7
"NEB 2003 - Techno-Vert";2013-12-25;1907427.6582649;1;7
"NEB 2003 - Techno-Vert";2014-01-07;1910514.2057239;1;7
"NEB 2003 - Techno-Vert";2014-01-20;1913600.7531829;1;7
"NEB 2003 - Techno-Vert";2014-02-02;1916687.3006419;1;7
"NEB 2003 - Techno-Vert";2014-02-15;1919773.8481009;1;7
"NEB 2003 - Techno-Vert";2014-02-28;1922860.3955598;1;7
"NEB 2003 - Techno-Vert";2014-03-13;1925946.9430188;1;7
"NEB 2003 - Techno-Vert";2014-03-26;1929033.4904778;1;7
"NEB 2003 - Techno-Vert";2014-04-08;1932120.0379368;1;7
"NEB 2003 - Techno-Vert";2014-04-21;1935206.5853958;1;7
"NEB 2003 - Techno-Vert";2014-05-04;1938293.1328547;1;7
"NEB 2003 - Techno-Vert";2014-05-17;1941379.6803136;1;7
"NEB 2003 - Techno-Vert";2014-05-30;1944466.2277726;1;7
"NEB 2003 - Techno-Vert";2014-06-12;1947552.7752316;1;7
"NEB 2003 - Techno-Vert";2014-06-25;1950639.3226906;1;7
"NEB 2003 - Techno-Vert";2014-07-08;1953725.8701495;1;7
"NEB 2003 - Techno-Vert";2014-07-21;1956812.4176085;1;7
"NEB 2003 - Techno-Vert";2014-08-03;1959782.0624307;1;7
"NEB 2003 - Techno-Vert";2014-08-16;1962751.7072529;1;7
"NEB 2003 - Techno-Vert";2014-08-29;1965721.352075;1;7
"NEB 2003 - Techno-Vert";2014-09-11;1968690.9968971;1;7
"NEB 2003 - Techno-Vert";2014-09-24;1971530.6424377;1;7
"NEB 2003 - Techno-Vert";2014-10-07;1974174.5414497;1;7
"NEB 2003 - Techno-Vert";2014-10-20;1976059.6105759;1;7
"NEB 2003 - Techno-Vert";2014-11-02;1977944.679702;1;7
"NEB 2003 - Techno-Vert";2014-11-15;1979829.7488281;1;7
"NEB 2003 - Techno-Vert";2014-11-28;1981714.8179543;1;7
"NEB 2003 - Techno-Vert";2014-12-11;1983635.5379501;1;7
"NEB 2003 - Techno-Vert";2014-12-24;1985675.0941781;1;7
"NEB 2003 - Techno-Vert";2015-01-06;1987714.6504059;1;7
"NEB 2003 - Techno-Vert";2015-01-19;1989754.2066338;1;7
"NEB 2003 - Techno-Vert";2015-02-01;1991793.7628618;1;7
"NEB 2003 - Techno-Vert";2015-02-14;1993833.3190897;1;7
"NEB 2003 - Techno-Vert";2015-02-27;1995872.8753175;1;7
"NEB 2003 - Techno-Vert";2015-03-12;1997912.4315455;1;7
"NEB 2003 - Techno-Vert";2015-03-25;1999951.9877734;1;7
"NEB 2003 - Techno-Vert";2015-04-07;2001991.5440013;1;7
"NEB 2003 - Techno-Vert";2015-04-20;2004031.1002292;1;7
"NEB 2003 - Techno-Vert";2015-05-03;2006070.6564571;1;7
"NEB 2003 - Techno-Vert";2015-05-16;2008110.2126851;1;7
"NEB 2003 - Techno-Vert";2015-05-29;2010149.7689129;1;7
"NEB 2003 - Techno-Vert";2015-06-11;2012189.3251409;1;7
"NEB 2003 - Techno-Vert";2015-06-24;2014228.8813688;1;7
"NEB 2003 - Techno-Vert";2015-07-07;2016268.4375966;1;7
"NEB 2003 - Techno-Vert";2015-07-20;2018307.9938246;1;7
"NEB 2003 - Techno-Vert";2015-08-02;2020347.5500525;1;7
"NEB 2003 - Techno-Vert";2015-08-15;2022387.1062804;1;7
"NEB 2003 - Techno-Vert";2015-08-28;2024426.6625083;1;7
"NEB 2003 - Techno-Vert";2015-09-10;2026466.2187362;1;7
"NEB 2003 - Techno-Vert";2015-09-23;2028505.7749642;1;7
"NEB 2003 - Techno-Vert";2015-10-06;2030545.331192;1;7
"NEB 2003 - Techno-Vert";2015-10-19;2032584.8874199;1;7
"NEB 2003 - Techno-Vert";2015-11-01;2034624.4436479;1;7
"NEB 2003 - Techno-Vert";2015-11-14;2036663.9998757;1;7
"NEB 2003 - Techno-Vert";2015-11-27;2038703.5561037;1;7
"NEB 2003 - Techno-Vert";2015-12-10;2040743.1123316;1;7
"NEB 2003 - Techno-Vert";2015-12-23;2042782.6685594;1;7
"NEB 2003 - Techno-Vert";2016-01-05;2044822.2247874;1;7
"NEB 2003 - Techno-Vert";2016-01-18;2046647.4120378;1;7
"NEB 2003 - Techno-Vert";2016-01-31;2047293.5699115;1;7
"NEB 2003 - Techno-Vert";2016-02-13;2047939.7277852;1;7
"NEB 2003 - Techno-Vert";2016-02-26;2048585.885659;1;7
"NEB 2003 - Techno-Vert";2016-03-10;2049232.0435327;1;7
"NEB 2003 - Techno-Vert";2016-03-23;2049878.2014064;1;7
"NEB 2003 - Techno-Vert";2016-04-05;2050524.3592802;1;7
