Compilation;Date;Value;plotParameter;Order
"AESRD 2013 - SCO + Bitumen";1995-07-01;26.451669940386;2;1
"AESRD 2013 - SCO + Bitumen";1995-07-14;31.574765303967;2;1
"AESRD 2013 - SCO + Bitumen";1995-07-27;36.697860667548;2;1
"AESRD 2013 - SCO + Bitumen";1995-08-09;41.820956031129;2;1
"AESRD 2013 - SCO + Bitumen";1995-08-22;46.94405139471;2;1
"AESRD 2013 - SCO + Bitumen";1995-09-04;52.067146758291;2;1
"AESRD 2013 - SCO + Bitumen";1995-09-17;57.190242121872;2;1
"AESRD 2013 - SCO + Bitumen";1995-09-30;62.313337485454;2;1
"AESRD 2013 - SCO + Bitumen";1995-10-13;67.436432849035;2;1
"AESRD 2013 - SCO + Bitumen";1995-10-26;72.559528212616;2;1
"AESRD 2013 - SCO + Bitumen";1995-11-08;77.682623576197;2;1
"AESRD 2013 - SCO + Bitumen";1995-11-21;82.805718939778;2;1
"AESRD 2013 - SCO + Bitumen";1995-12-04;87.928814303359;2;1
"AESRD 2013 - SCO + Bitumen";1995-12-17;93.05190966694;2;1
"AESRD 2013 - SCO + Bitumen";1995-12-30;98.175005030521;2;1
"AESRD 2013 - SCO + Bitumen";1996-01-12;103.2981003941;2;1
"AESRD 2013 - SCO + Bitumen";1996-01-25;108.42119575768;2;1
"AESRD 2013 - SCO + Bitumen";1996-02-07;113.54429112126;2;1
"AESRD 2013 - SCO + Bitumen";1996-02-20;118.66738648485;2;1
"AESRD 2013 - SCO + Bitumen";1996-03-04;123.79048184843;2;1
"AESRD 2013 - SCO + Bitumen";1996-03-17;128.91357721201;2;1
"AESRD 2013 - SCO + Bitumen";1996-03-30;134.03667257559;2;1
"AESRD 2013 - SCO + Bitumen";1996-04-12;139.15976793917;2;1
"AESRD 2013 - SCO + Bitumen";1996-04-25;144.28286330275;2;1
"AESRD 2013 - SCO + Bitumen";1996-05-08;149.40595866633;2;1
"AESRD 2013 - SCO + Bitumen";1996-05-21;154.52905402991;2;1
"AESRD 2013 - SCO + Bitumen";1996-06-03;159.65214939349;2;1
"AESRD 2013 - SCO + Bitumen";1996-06-16;164.77524475708;2;1
"AESRD 2013 - SCO + Bitumen";1996-06-29;169.89834012066;2;1
"AESRD 2013 - SCO + Bitumen";1996-07-12;269985.38896098;2;1
"AESRD 2013 - SCO + Bitumen";1996-07-25;270184.62556867;2;1
"AESRD 2013 - SCO + Bitumen";1996-08-07;270383.86217636;2;1
"AESRD 2013 - SCO + Bitumen";1996-08-20;270583.09878406;2;1
"AESRD 2013 - SCO + Bitumen";1996-09-02;270782.33539176;2;1
"AESRD 2013 - SCO + Bitumen";1996-09-15;270981.57199945;2;1
"AESRD 2013 - SCO + Bitumen";1996-09-28;271180.80860715;2;1
"AESRD 2013 - SCO + Bitumen";1996-10-11;271380.04521485;2;1
"AESRD 2013 - SCO + Bitumen";1996-10-24;271579.28182254;2;1
"AESRD 2013 - SCO + Bitumen";1996-11-06;271778.51843025;2;1
"AESRD 2013 - SCO + Bitumen";1996-11-19;271977.75503793;2;1
"AESRD 2013 - SCO + Bitumen";1996-12-02;272176.99164563;2;1
"AESRD 2013 - SCO + Bitumen";1996-12-15;272376.22825332;2;1
"AESRD 2013 - SCO + Bitumen";1996-12-28;272575.46486102;2;1
"AESRD 2013 - SCO + Bitumen";1997-01-10;272774.70146871;2;1
"AESRD 2013 - SCO + Bitumen";1997-01-23;272973.93807641;2;1
"AESRD 2013 - SCO + Bitumen";1997-02-05;273173.17468411;2;1
"AESRD 2013 - SCO + Bitumen";1997-02-18;273372.4112918;2;1
"AESRD 2013 - SCO + Bitumen";1997-03-03;273571.64789949;2;1
"AESRD 2013 - SCO + Bitumen";1997-03-16;273770.8845072;2;1
"AESRD 2013 - SCO + Bitumen";1997-03-29;273970.12111489;2;1
"AESRD 2013 - SCO + Bitumen";1997-04-11;274169.35772258;2;1
"AESRD 2013 - SCO + Bitumen";1997-04-24;274368.59433029;2;1
"AESRD 2013 - SCO + Bitumen";1997-05-07;274567.83093798;2;1
"AESRD 2013 - SCO + Bitumen";1997-05-20;274767.06754567;2;1
"AESRD 2013 - SCO + Bitumen";1997-06-02;274966.30415337;2;1
"AESRD 2013 - SCO + Bitumen";1997-06-15;275165.54076107;2;1
"AESRD 2013 - SCO + Bitumen";1997-06-28;275364.77736876;2;1
"AESRD 2013 - SCO + Bitumen";1997-07-11;281020.13056892;2;1
"AESRD 2013 - SCO + Bitumen";1997-07-24;281317.11690267;2;1
"AESRD 2013 - SCO + Bitumen";1997-08-06;281614.10323643;2;1
"AESRD 2013 - SCO + Bitumen";1997-08-19;281911.0895702;2;1
"AESRD 2013 - SCO + Bitumen";1997-09-01;282208.07590395;2;1
"AESRD 2013 - SCO + Bitumen";1997-09-14;282505.06223771;2;1
"AESRD 2013 - SCO + Bitumen";1997-09-27;282802.04857147;2;1
"AESRD 2013 - SCO + Bitumen";1997-10-10;283099.03490524;2;1
"AESRD 2013 - SCO + Bitumen";1997-10-23;283396.02123899;2;1
"AESRD 2013 - SCO + Bitumen";1997-11-05;283693.00757275;2;1
"AESRD 2013 - SCO + Bitumen";1997-11-18;283989.99390651;2;1
"AESRD 2013 - SCO + Bitumen";1997-12-01;284286.98024027;2;1
"AESRD 2013 - SCO + Bitumen";1997-12-14;284583.96657402;2;1
"AESRD 2013 - SCO + Bitumen";1997-12-27;284880.95290779;2;1
"AESRD 2013 - SCO + Bitumen";1998-01-09;285177.93924154;2;1
"AESRD 2013 - SCO + Bitumen";1998-01-22;285474.9255753;2;1
"AESRD 2013 - SCO + Bitumen";1998-02-04;285771.91190906;2;1
"AESRD 2013 - SCO + Bitumen";1998-02-17;286068.89824281;2;1
"AESRD 2013 - SCO + Bitumen";1998-03-02;286365.88457658;2;1
"AESRD 2013 - SCO + Bitumen";1998-03-15;286662.87091034;2;1
"AESRD 2013 - SCO + Bitumen";1998-03-28;286959.85724409;2;1
"AESRD 2013 - SCO + Bitumen";1998-04-10;287256.84357785;2;1
"AESRD 2013 - SCO + Bitumen";1998-04-23;287553.82991162;2;1
"AESRD 2013 - SCO + Bitumen";1998-05-06;287850.81624537;2;1
"AESRD 2013 - SCO + Bitumen";1998-05-19;288147.80257913;2;1
"AESRD 2013 - SCO + Bitumen";1998-06-01;288444.78891289;2;1
"AESRD 2013 - SCO + Bitumen";1998-06-14;288741.77524666;2;1
"AESRD 2013 - SCO + Bitumen";1998-06-27;289038.7615804;2;1
"AESRD 2013 - SCO + Bitumen";1998-07-10;289279.23564635;2;1
"AESRD 2013 - SCO + Bitumen";1998-07-23;289494.59314881;2;1
"AESRD 2013 - SCO + Bitumen";1998-08-05;289709.95065127;2;1
"AESRD 2013 - SCO + Bitumen";1998-08-18;289925.30815374;2;1
"AESRD 2013 - SCO + Bitumen";1998-08-31;290140.66565619;2;1
"AESRD 2013 - SCO + Bitumen";1998-09-13;290356.02315865;2;1
"AESRD 2013 - SCO + Bitumen";1998-09-26;290571.38066111;2;1
"AESRD 2013 - SCO + Bitumen";1998-10-09;290786.73816357;2;1
"AESRD 2013 - SCO + Bitumen";1998-10-22;291002.09566604;2;1
"AESRD 2013 - SCO + Bitumen";1998-11-04;291217.4531685;2;1
"AESRD 2013 - SCO + Bitumen";1998-11-17;291432.81067096;2;1
"AESRD 2013 - SCO + Bitumen";1998-11-30;291648.16817342;2;1
"AESRD 2013 - SCO + Bitumen";1998-12-13;291863.52567588;2;1
"AESRD 2013 - SCO + Bitumen";1998-12-26;292078.88317834;2;1
"AESRD 2013 - SCO + Bitumen";1999-01-08;292294.2406808;2;1
"AESRD 2013 - SCO + Bitumen";1999-01-21;292509.59818326;2;1
"AESRD 2013 - SCO + Bitumen";1999-02-03;292724.95568573;2;1
"AESRD 2013 - SCO + Bitumen";1999-02-16;292940.31318819;2;1
"AESRD 2013 - SCO + Bitumen";1999-03-01;293155.67069064;2;1
"AESRD 2013 - SCO + Bitumen";1999-03-14;293371.02819311;2;1
"AESRD 2013 - SCO + Bitumen";1999-03-27;293586.38569557;2;1
"AESRD 2013 - SCO + Bitumen";1999-04-09;293801.74319803;2;1
"AESRD 2013 - SCO + Bitumen";1999-04-22;294017.10070048;2;1
"AESRD 2013 - SCO + Bitumen";1999-05-05;294232.45820296;2;1
"AESRD 2013 - SCO + Bitumen";1999-05-18;294447.81570542;2;1
"AESRD 2013 - SCO + Bitumen";1999-05-31;294663.17320788;2;1
"AESRD 2013 - SCO + Bitumen";1999-06-13;294878.53071033;2;1
"AESRD 2013 - SCO + Bitumen";1999-06-26;295093.8882128;2;1
"AESRD 2013 - SCO + Bitumen";1999-07-09;425144.28662541;2;1
"AESRD 2013 - SCO + Bitumen";1999-07-22;424424.9042676;2;1
"AESRD 2013 - SCO + Bitumen";1999-08-04;423705.52190979;2;1
"AESRD 2013 - SCO + Bitumen";1999-08-17;422986.13955199;2;1
"AESRD 2013 - SCO + Bitumen";1999-08-30;422266.75719417;2;1
"AESRD 2013 - SCO + Bitumen";1999-09-12;421547.37483637;2;1
"AESRD 2013 - SCO + Bitumen";1999-09-25;420827.99247856;2;1
"AESRD 2013 - SCO + Bitumen";1999-10-08;420108.61012074;2;1
"AESRD 2013 - SCO + Bitumen";1999-10-21;419389.22776293;2;1
"AESRD 2013 - SCO + Bitumen";1999-11-03;418669.84540512;2;1
"AESRD 2013 - SCO + Bitumen";1999-11-16;417950.46304731;2;1
"AESRD 2013 - SCO + Bitumen";1999-11-29;417231.08068951;2;1
"AESRD 2013 - SCO + Bitumen";1999-12-12;416511.6983317;2;1
"AESRD 2013 - SCO + Bitumen";1999-12-25;415792.31597388;2;1
"AESRD 2013 - SCO + Bitumen";2000-01-07;415072.93361608;2;1
"AESRD 2013 - SCO + Bitumen";2000-01-20;414353.55125827;2;1
"AESRD 2013 - SCO + Bitumen";2000-02-02;413634.16890046;2;1
"AESRD 2013 - SCO + Bitumen";2000-02-15;412914.78654266;2;1
"AESRD 2013 - SCO + Bitumen";2000-02-28;412195.40418485;2;1
"AESRD 2013 - SCO + Bitumen";2000-03-12;411476.02182703;2;1
"AESRD 2013 - SCO + Bitumen";2000-03-25;410756.63946922;2;1
"AESRD 2013 - SCO + Bitumen";2000-04-07;410037.25711141;2;1
"AESRD 2013 - SCO + Bitumen";2000-04-20;409317.8747536;2;1
"AESRD 2013 - SCO + Bitumen";2000-05-03;408598.49239579;2;1
"AESRD 2013 - SCO + Bitumen";2000-05-16;407879.11003798;2;1
"AESRD 2013 - SCO + Bitumen";2000-05-29;407159.72768018;2;1
"AESRD 2013 - SCO + Bitumen";2000-06-11;406440.34532237;2;1
"AESRD 2013 - SCO + Bitumen";2000-06-24;405720.96296455;2;1
"AESRD 2013 - SCO + Bitumen";2000-07-07;405852.04869362;2;1
"AESRD 2013 - SCO + Bitumen";2000-07-20;406975.3471907;2;1
"AESRD 2013 - SCO + Bitumen";2000-08-02;408098.6456878;2;1
"AESRD 2013 - SCO + Bitumen";2000-08-15;409221.94418487;2;1
"AESRD 2013 - SCO + Bitumen";2000-08-28;410345.24268196;2;1
"AESRD 2013 - SCO + Bitumen";2000-09-10;411468.54117904;2;1
"AESRD 2013 - SCO + Bitumen";2000-09-23;412591.83967612;2;1
"AESRD 2013 - SCO + Bitumen";2000-10-06;413715.13817321;2;1
"AESRD 2013 - SCO + Bitumen";2000-10-19;414838.43667029;2;1
"AESRD 2013 - SCO + Bitumen";2000-11-01;415961.73516737;2;1
"AESRD 2013 - SCO + Bitumen";2000-11-14;417085.03366446;2;1
"AESRD 2013 - SCO + Bitumen";2000-11-27;418208.33216154;2;1
"AESRD 2013 - SCO + Bitumen";2000-12-10;419331.63065862;2;1
"AESRD 2013 - SCO + Bitumen";2000-12-23;420454.92915571;2;1
"AESRD 2013 - SCO + Bitumen";2001-01-05;421578.22765279;2;1
"AESRD 2013 - SCO + Bitumen";2001-01-18;422701.52614988;2;1
"AESRD 2013 - SCO + Bitumen";2001-01-31;423824.82464697;2;1
"AESRD 2013 - SCO + Bitumen";2001-02-13;424948.12314405;2;1
"AESRD 2013 - SCO + Bitumen";2001-02-26;426071.42164114;2;1
"AESRD 2013 - SCO + Bitumen";2001-03-11;427194.72013822;2;1
"AESRD 2013 - SCO + Bitumen";2001-03-24;428318.01863529;2;1
"AESRD 2013 - SCO + Bitumen";2001-04-06;429441.31713239;2;1
"AESRD 2013 - SCO + Bitumen";2001-04-19;430564.61562946;2;1
"AESRD 2013 - SCO + Bitumen";2001-05-02;431687.91412656;2;1
"AESRD 2013 - SCO + Bitumen";2001-05-15;432811.21262364;2;1
"AESRD 2013 - SCO + Bitumen";2001-05-28;433934.51112072;2;1
"AESRD 2013 - SCO + Bitumen";2001-06-10;435057.80961781;2;1
"AESRD 2013 - SCO + Bitumen";2001-06-23;436181.10811488;2;1
"AESRD 2013 - SCO + Bitumen";2001-07-06;438186.07024314;2;1
"AESRD 2013 - SCO + Bitumen";2001-07-19;440623.26155767;2;1
"AESRD 2013 - SCO + Bitumen";2001-08-01;443060.45287219;2;1
"AESRD 2013 - SCO + Bitumen";2001-08-14;445497.64418672;2;1
"AESRD 2013 - SCO + Bitumen";2001-08-27;447934.83550126;2;1
"AESRD 2013 - SCO + Bitumen";2001-09-09;450372.02681578;2;1
"AESRD 2013 - SCO + Bitumen";2001-09-22;452809.21813031;2;1
"AESRD 2013 - SCO + Bitumen";2001-10-05;455246.40944484;2;1
"AESRD 2013 - SCO + Bitumen";2001-10-18;457683.60075936;2;1
"AESRD 2013 - SCO + Bitumen";2001-10-31;460120.79207389;2;1
"AESRD 2013 - SCO + Bitumen";2001-11-13;462557.98338841;2;1
"AESRD 2013 - SCO + Bitumen";2001-11-26;464995.17470295;2;1
"AESRD 2013 - SCO + Bitumen";2001-12-09;467432.36601748;2;1
"AESRD 2013 - SCO + Bitumen";2001-12-22;469869.557332;2;1
"AESRD 2013 - SCO + Bitumen";2002-01-04;472306.74864653;2;1
"AESRD 2013 - SCO + Bitumen";2002-01-17;474743.93996106;2;1
"AESRD 2013 - SCO + Bitumen";2002-01-30;477181.13127558;2;1
"AESRD 2013 - SCO + Bitumen";2002-02-12;479618.32259011;2;1
"AESRD 2013 - SCO + Bitumen";2002-02-25;482055.51390464;2;1
"AESRD 2013 - SCO + Bitumen";2002-03-10;484492.70521917;2;1
"AESRD 2013 - SCO + Bitumen";2002-03-23;486929.8965337;2;1
"AESRD 2013 - SCO + Bitumen";2002-04-05;489367.08784822;2;1
"AESRD 2013 - SCO + Bitumen";2002-04-18;491804.27916275;2;1
"AESRD 2013 - SCO + Bitumen";2002-05-01;494241.47047728;2;1
"AESRD 2013 - SCO + Bitumen";2002-05-14;496678.66179181;2;1
"AESRD 2013 - SCO + Bitumen";2002-05-27;499115.85310634;2;1
"AESRD 2013 - SCO + Bitumen";2002-06-09;501553.04442087;2;1
"AESRD 2013 - SCO + Bitumen";2002-06-22;503990.23573539;2;1
"AESRD 2013 - SCO + Bitumen";2002-07-05;548189.52967913;2;1
"AESRD 2013 - SCO + Bitumen";2002-07-18;548911.2806609;2;1
"AESRD 2013 - SCO + Bitumen";2002-07-31;549633.03164266;2;1
"AESRD 2013 - SCO + Bitumen";2002-08-13;550354.78262444;2;1
"AESRD 2013 - SCO + Bitumen";2002-08-26;551076.5336062;2;1
"AESRD 2013 - SCO + Bitumen";2002-09-08;551798.28458797;2;1
"AESRD 2013 - SCO + Bitumen";2002-09-21;552520.03556973;2;1
"AESRD 2013 - SCO + Bitumen";2002-10-04;553241.78655149;2;1
"AESRD 2013 - SCO + Bitumen";2002-10-17;553963.53753325;2;1
"AESRD 2013 - SCO + Bitumen";2002-10-30;554685.28851502;2;1
"AESRD 2013 - SCO + Bitumen";2002-11-12;555407.03949679;2;1
"AESRD 2013 - SCO + Bitumen";2002-11-25;556128.79047856;2;1
"AESRD 2013 - SCO + Bitumen";2002-12-08;556850.54146032;2;1
"AESRD 2013 - SCO + Bitumen";2002-12-21;557572.29244209;2;1
"AESRD 2013 - SCO + Bitumen";2003-01-03;558294.04342384;2;1
"AESRD 2013 - SCO + Bitumen";2003-01-16;559015.79440561;2;1
"AESRD 2013 - SCO + Bitumen";2003-01-29;559737.54538738;2;1
"AESRD 2013 - SCO + Bitumen";2003-02-11;560459.29636915;2;1
"AESRD 2013 - SCO + Bitumen";2003-02-24;561181.04735091;2;1
"AESRD 2013 - SCO + Bitumen";2003-03-09;561902.79833268;2;1
"AESRD 2013 - SCO + Bitumen";2003-03-22;562624.54931444;2;1
"AESRD 2013 - SCO + Bitumen";2003-04-04;563346.3002962;2;1
"AESRD 2013 - SCO + Bitumen";2003-04-17;564068.05127796;2;1
"AESRD 2013 - SCO + Bitumen";2003-04-30;564789.80225974;2;1
"AESRD 2013 - SCO + Bitumen";2003-05-13;565511.5532415;2;1
"AESRD 2013 - SCO + Bitumen";2003-05-26;566233.30422327;2;1
"AESRD 2013 - SCO + Bitumen";2003-06-08;566955.05520503;2;1
"AESRD 2013 - SCO + Bitumen";2003-06-21;567676.80618679;2;1
"AESRD 2013 - SCO + Bitumen";2003-07-04;646598.78231338;2;1
"AESRD 2013 - SCO + Bitumen";2003-07-17;653132.86323655;2;1
"AESRD 2013 - SCO + Bitumen";2003-07-30;659666.94415974;2;1
"AESRD 2013 - SCO + Bitumen";2003-08-12;666201.02508293;2;1
"AESRD 2013 - SCO + Bitumen";2003-08-25;672735.1060061;2;1
"AESRD 2013 - SCO + Bitumen";2003-09-07;679269.18692929;2;1
"AESRD 2013 - SCO + Bitumen";2003-09-20;685803.26785248;2;1
"AESRD 2013 - SCO + Bitumen";2003-10-03;692337.34877567;2;1
"AESRD 2013 - SCO + Bitumen";2003-10-16;698871.42969883;2;1
"AESRD 2013 - SCO + Bitumen";2003-10-29;705405.51062203;2;1
"AESRD 2013 - SCO + Bitumen";2003-11-11;711939.59154521;2;1
"AESRD 2013 - SCO + Bitumen";2003-11-24;718473.67246838;2;1
"AESRD 2013 - SCO + Bitumen";2003-12-07;725007.75339157;2;1
"AESRD 2013 - SCO + Bitumen";2003-12-20;731541.83431476;2;1
"AESRD 2013 - SCO + Bitumen";2004-01-02;738075.91523794;2;1
"AESRD 2013 - SCO + Bitumen";2004-01-15;744609.99616112;2;1
"AESRD 2013 - SCO + Bitumen";2004-01-28;751144.07708431;2;1
"AESRD 2013 - SCO + Bitumen";2004-02-10;757678.1580075;2;1
"AESRD 2013 - SCO + Bitumen";2004-02-23;764212.23893067;2;1
"AESRD 2013 - SCO + Bitumen";2004-03-07;770746.31985387;2;1
"AESRD 2013 - SCO + Bitumen";2004-03-20;777280.40077705;2;1
"AESRD 2013 - SCO + Bitumen";2004-04-02;783814.48170022;2;1
"AESRD 2013 - SCO + Bitumen";2004-04-15;790348.56262341;2;1
"AESRD 2013 - SCO + Bitumen";2004-04-28;796882.64354659;2;1
"AESRD 2013 - SCO + Bitumen";2004-05-11;803416.72446979;2;1
"AESRD 2013 - SCO + Bitumen";2004-05-24;809950.80539295;2;1
"AESRD 2013 - SCO + Bitumen";2004-06-06;816484.88631615;2;1
"AESRD 2013 - SCO + Bitumen";2004-06-19;823018.96723933;2;1
"AESRD 2013 - SCO + Bitumen";2004-07-02;840025.63332876;2;1
"AESRD 2013 - SCO + Bitumen";2004-07-15;839376.24888413;2;1
"AESRD 2013 - SCO + Bitumen";2004-07-28;838726.86443949;2;1
"AESRD 2013 - SCO + Bitumen";2004-08-10;838077.47999484;2;1
"AESRD 2013 - SCO + Bitumen";2004-08-23;837428.09555022;2;1
"AESRD 2013 - SCO + Bitumen";2004-09-05;836778.71110557;2;1
"AESRD 2013 - SCO + Bitumen";2004-09-18;836129.32666096;2;1
"AESRD 2013 - SCO + Bitumen";2004-10-01;835479.94221631;2;1
"AESRD 2013 - SCO + Bitumen";2004-10-14;834830.55777169;2;1
"AESRD 2013 - SCO + Bitumen";2004-10-27;834181.17332704;2;1
"AESRD 2013 - SCO + Bitumen";2004-11-09;833531.78888243;2;1
"AESRD 2013 - SCO + Bitumen";2004-11-22;832882.40443778;2;1
"AESRD 2013 - SCO + Bitumen";2004-12-05;832233.01999317;2;1
"AESRD 2013 - SCO + Bitumen";2004-12-18;831583.63554852;2;1
"AESRD 2013 - SCO + Bitumen";2004-12-31;830934.2511039;2;1
"AESRD 2013 - SCO + Bitumen";2005-01-13;830284.86665926;2;1
"AESRD 2013 - SCO + Bitumen";2005-01-26;829635.48221461;2;1
"AESRD 2013 - SCO + Bitumen";2005-02-08;828986.09776999;2;1
"AESRD 2013 - SCO + Bitumen";2005-02-21;828336.71332534;2;1
"AESRD 2013 - SCO + Bitumen";2005-03-06;827687.32888073;2;1
"AESRD 2013 - SCO + Bitumen";2005-03-19;827037.94443608;2;1
"AESRD 2013 - SCO + Bitumen";2005-04-01;826388.55999146;2;1
"AESRD 2013 - SCO + Bitumen";2005-04-14;825739.17554682;2;1
"AESRD 2013 - SCO + Bitumen";2005-04-27;825089.7911022;2;1
"AESRD 2013 - SCO + Bitumen";2005-05-10;824440.40665755;2;1
"AESRD 2013 - SCO + Bitumen";2005-05-23;823791.02221294;2;1
"AESRD 2013 - SCO + Bitumen";2005-06-05;823141.63776829;2;1
"AESRD 2013 - SCO + Bitumen";2005-06-18;822492.25332367;2;1
"AESRD 2013 - SCO + Bitumen";2005-07-01;822933.97010744;2;1
"AESRD 2013 - SCO + Bitumen";2005-07-14;828469.64650493;2;1
"AESRD 2013 - SCO + Bitumen";2005-07-27;834005.32290242;2;1
"AESRD 2013 - SCO + Bitumen";2005-08-09;839540.99929992;2;1
"AESRD 2013 - SCO + Bitumen";2005-08-22;845076.67569742;2;1
"AESRD 2013 - SCO + Bitumen";2005-09-04;850612.35209491;2;1
"AESRD 2013 - SCO + Bitumen";2005-09-17;856148.02849241;2;1
"AESRD 2013 - SCO + Bitumen";2005-09-30;861683.7048899;2;1
"AESRD 2013 - SCO + Bitumen";2005-10-13;867219.3812874;2;1
"AESRD 2013 - SCO + Bitumen";2005-10-26;872755.05768489;2;1
"AESRD 2013 - SCO + Bitumen";2005-11-08;878290.73408238;2;1
"AESRD 2013 - SCO + Bitumen";2005-11-21;883826.41047988;2;1
"AESRD 2013 - SCO + Bitumen";2005-12-04;889362.08687737;2;1
"AESRD 2013 - SCO + Bitumen";2005-12-17;894897.76327486;2;1
"AESRD 2013 - SCO + Bitumen";2005-12-30;900433.43967235;2;1
"AESRD 2013 - SCO + Bitumen";2006-01-12;905969.11606985;2;1
"AESRD 2013 - SCO + Bitumen";2006-01-25;911504.79246735;2;1
"AESRD 2013 - SCO + Bitumen";2006-02-07;917040.46886484;2;1
"AESRD 2013 - SCO + Bitumen";2006-02-20;922576.14526234;2;1
"AESRD 2013 - SCO + Bitumen";2006-03-05;928111.82165983;2;1
"AESRD 2013 - SCO + Bitumen";2006-03-18;933647.49805734;2;1
"AESRD 2013 - SCO + Bitumen";2006-03-31;939183.17445483;2;1
"AESRD 2013 - SCO + Bitumen";2006-04-13;944718.85085232;2;1
"AESRD 2013 - SCO + Bitumen";2006-04-26;950254.52724981;2;1
"AESRD 2013 - SCO + Bitumen";2006-05-09;955790.2036473;2;1
"AESRD 2013 - SCO + Bitumen";2006-05-22;961325.8800448;2;1
"AESRD 2013 - SCO + Bitumen";2006-06-04;966861.5564423;2;1
"AESRD 2013 - SCO + Bitumen";2006-06-17;972397.2328398;2;1
"AESRD 2013 - SCO + Bitumen";2006-06-30;977932.90923729;2;1
"AESRD 2013 - SCO + Bitumen";2006-07-13;979943.58600194;2;1
"AESRD 2013 - SCO + Bitumen";2006-07-26;981660.51279719;2;1
"AESRD 2013 - SCO + Bitumen";2006-08-08;983377.43959243;2;1
"AESRD 2013 - SCO + Bitumen";2006-08-21;985094.36638767;2;1
"AESRD 2013 - SCO + Bitumen";2006-09-03;986811.29318291;2;1
"AESRD 2013 - SCO + Bitumen";2006-09-16;988528.21997816;2;1
"AESRD 2013 - SCO + Bitumen";2006-09-29;990245.1467734;2;1
"AESRD 2013 - SCO + Bitumen";2006-10-12;991962.07356865;2;1
"AESRD 2013 - SCO + Bitumen";2006-10-25;993679.00036389;2;1
"AESRD 2013 - SCO + Bitumen";2006-11-07;995395.92715913;2;1
"AESRD 2013 - SCO + Bitumen";2006-11-20;997112.85395439;2;1
"AESRD 2013 - SCO + Bitumen";2006-12-03;998829.78074963;2;1
"AESRD 2013 - SCO + Bitumen";2006-12-16;1000546.7075449;2;1
"AESRD 2013 - SCO + Bitumen";2006-12-29;1002263.6343401;2;1
"AESRD 2013 - SCO + Bitumen";2007-01-11;1003980.5611354;2;1
"AESRD 2013 - SCO + Bitumen";2007-01-24;1005697.4879306;2;1
"AESRD 2013 - SCO + Bitumen";2007-02-06;1007414.4147258;2;1
"AESRD 2013 - SCO + Bitumen";2007-02-19;1009131.3415211;2;1
"AESRD 2013 - SCO + Bitumen";2007-03-04;1010848.2683163;2;1
"AESRD 2013 - SCO + Bitumen";2007-03-17;1012565.1951116;2;1
"AESRD 2013 - SCO + Bitumen";2007-03-30;1014282.1219068;2;1
"AESRD 2013 - SCO + Bitumen";2007-04-12;1015999.0487021;2;1
"AESRD 2013 - SCO + Bitumen";2007-04-25;1017715.9754973;2;1
"AESRD 2013 - SCO + Bitumen";2007-05-08;1019432.9022926;2;1
"AESRD 2013 - SCO + Bitumen";2007-05-21;1021149.8290878;2;1
"AESRD 2013 - SCO + Bitumen";2007-06-03;1022866.7558831;2;1
"AESRD 2013 - SCO + Bitumen";2007-06-16;1024583.6826783;2;1
"AESRD 2013 - SCO + Bitumen";2007-06-29;1026300.6094735;2;1
"AESRD 2013 - SCO + Bitumen";2007-07-12;1028481.8884659;2;1
"AESRD 2013 - SCO + Bitumen";2007-07-25;1028432.561583;2;1
"AESRD 2013 - SCO + Bitumen";2007-08-07;1028383.2347002;2;1
"AESRD 2013 - SCO + Bitumen";2007-08-20;1028333.9078173;2;1
"AESRD 2013 - SCO + Bitumen";2007-09-02;1028284.5809344;2;1
"AESRD 2013 - SCO + Bitumen";2007-09-15;1028235.2540516;2;1
"AESRD 2013 - SCO + Bitumen";2007-09-28;1028185.9271687;2;1
"AESRD 2013 - SCO + Bitumen";2007-10-11;1028136.6002858;2;1
"AESRD 2013 - SCO + Bitumen";2007-10-24;1028087.2734029;2;1
"AESRD 2013 - SCO + Bitumen";2007-11-06;1028037.94652;2;1
"AESRD 2013 - SCO + Bitumen";2007-11-19;1027988.6196372;2;1
"AESRD 2013 - SCO + Bitumen";2007-12-02;1027939.2927543;2;1
"AESRD 2013 - SCO + Bitumen";2007-12-15;1027889.9658714;2;1
"AESRD 2013 - SCO + Bitumen";2007-12-28;1027840.6389886;2;1
"AESRD 2013 - SCO + Bitumen";2008-01-10;1027791.3121057;2;1
"AESRD 2013 - SCO + Bitumen";2008-01-23;1027741.9852228;2;1
"AESRD 2013 - SCO + Bitumen";2008-02-05;1027692.6583399;2;1
"AESRD 2013 - SCO + Bitumen";2008-02-18;1027643.3314571;2;1
"AESRD 2013 - SCO + Bitumen";2008-03-02;1027594.0045742;2;1
"AESRD 2013 - SCO + Bitumen";2008-03-15;1027544.6776913;2;1
"AESRD 2013 - SCO + Bitumen";2008-03-28;1027495.3508084;2;1
"AESRD 2013 - SCO + Bitumen";2008-04-10;1027446.0239256;2;1
"AESRD 2013 - SCO + Bitumen";2008-04-23;1027396.6970427;2;1
"AESRD 2013 - SCO + Bitumen";2008-05-06;1027347.3701598;2;1
"AESRD 2013 - SCO + Bitumen";2008-05-19;1027298.0432769;2;1
"AESRD 2013 - SCO + Bitumen";2008-06-01;1027248.7163941;2;1
"AESRD 2013 - SCO + Bitumen";2008-06-14;1027199.3895112;2;1
"AESRD 2013 - SCO + Bitumen";2008-06-27;1027150.0626283;2;1
