Compilation;Date;Value;plotParameter
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-10-21;2327830.6010929;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-11-01;2334983.6065574;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-11-12;2342136.6120219;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-11-23;2349289.6174863;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-12-04;2356442.6229508;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-12-15;2363595.6284153;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2011-12-26;2370748.6338798;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-01-06;2377901.6393443;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-01-17;2385054.6448087;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-01-28;2392207.6502732;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-02-08;2399360.6557377;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-02-19;2406513.6612022;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-03-01;2413666.6666667;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-03-12;2420819.6721311;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-03-23;2427972.6775956;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-04-03;2435125.6830601;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-04-14;2442278.6885246;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-04-25;2449431.6939891;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-05-06;2456584.6994536;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-05-17;2463737.704918;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-05-28;2470890.7103825;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-06-08;2478043.715847;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-06-19;2485196.7213115;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-06-30;2492349.726776;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-07-11;2501630.1369863;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-07-22;2511123.2876712;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-08-02;2520616.4383562;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-08-13;2530109.5890411;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-08-24;2539602.739726;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-09-04;2549095.890411;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-09-15;2558589.0410959;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-09-26;2568082.1917808;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-10-07;2577575.3424658;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-10-18;2587068.4931507;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-10-29;2596561.6438356;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-11-09;2606054.7945205;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-11-20;2615547.9452055;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-12-01;2625041.0958904;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-12-12;2634534.2465753;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2012-12-23;2644027.3972603;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-01-03;2653520.5479452;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-01-14;2663013.6986301;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-01-25;2672506.8493151;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-02-05;2682000;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-02-16;2691493.1506849;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-02-27;2700986.3013699;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-03-10;2710479.4520548;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-03-21;2719972.6027397;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-04-01;2729465.7534247;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-04-12;2738958.9041096;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-04-23;2748452.0547945;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-05-04;2757945.2054795;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-05-15;2767438.3561644;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-05-26;2776931.5068493;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-06-06;2786424.6575342;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-06-17;2795917.8082192;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-06-28;2805410.9589041;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-07-09;2814071.2328767;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-07-20;2822419.1780822;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-07-31;2830767.1232877;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-08-11;2839115.0684932;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-08-22;2847463.0136986;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-09-02;2855810.9589041;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-09-13;2864158.9041096;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-09-24;2872506.8493151;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-10-05;2880854.7945205;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-10-16;2889202.739726;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-10-27;2897550.6849315;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-11-07;2905898.630137;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-11-18;2914246.5753425;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-11-29;2922594.5205479;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-12-10;2930942.4657534;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2013-12-21;2939290.4109589;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-01-01;2947638.3561644;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-01-12;2955986.3013699;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-01-23;2964334.2465753;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-02-03;2972682.1917808;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-02-14;2981030.1369863;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-02-25;2989378.0821918;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-03-08;2997726.0273973;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-03-19;3006073.9726027;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-03-30;3014421.9178082;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-04-10;3022769.8630137;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-04-21;3031117.8082192;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-05-02;3039465.7534247;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-05-13;3047813.6986301;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-05-24;3056161.6438356;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-06-04;3064509.5890411;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-06-15;3072857.5342466;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-06-26;3081205.4794521;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-07-07;3087432.8767123;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-07-18;3091893.1506849;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-07-29;3096353.4246575;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-08-09;3100813.6986301;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-08-20;3105273.9726027;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-08-31;3109734.2465753;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-09-11;3114194.5205479;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-09-22;3118654.7945205;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-10-03;3123115.0684932;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-10-14;3127575.3424658;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-10-25;3132035.6164384;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-11-05;3136495.890411;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-11-16;3140956.1643836;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-11-27;3145416.4383562;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-12-08;3149876.7123288;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-12-19;3154336.9863014;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2014-12-30;3158797.260274;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-01-10;3163257.5342466;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-01-21;3167717.8082192;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-02-01;3172178.0821918;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-02-12;3176638.3561644;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-02-23;3181098.630137;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-03-06;3185558.9041096;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-03-17;3190019.1780822;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-03-28;3194479.4520548;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-04-08;3198939.7260274;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-04-19;3203400;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-04-30;3207860.2739726;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-05-11;3212320.5479452;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-05-22;3216780.8219178;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-06-02;3221241.0958904;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-06-13;3225701.369863;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-06-24;3230161.6438356;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-07-05;3234562.8415301;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-07-16;3238860.6557377;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-07-27;3243158.4699454;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-08-07;3247456.284153;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-08-18;3251754.0983607;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-08-29;3256051.9125683;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-09-09;3260349.726776;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-09-20;3264647.5409836;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-10-01;3268945.3551913;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-10-12;3273243.1693989;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-10-23;3277540.9836066;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-11-03;3281838.7978142;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-11-14;3286136.6120219;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-11-25;3290434.4262295;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-12-06;3294732.2404372;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-12-17;3299030.0546448;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2015-12-28;3303327.8688525;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-01-08;3307625.6830601;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-01-19;3311923.4972678;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-01-30;3316221.3114754;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-02-10;3320519.1256831;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-02-21;3324816.9398907;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-03-03;3329114.7540984;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-03-14;3333412.568306;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-03-25;3337710.3825137;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-04-05;3342008.1967213;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-04-16;3346306.010929;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-04-27;3350603.8251366;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-05-08;3354901.6393443;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-05-19;3359199.4535519;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-05-30;3363497.2677596;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-06-10;3367795.0819672;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-06-21;3372092.8961749;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-07-02;3376367.1232877;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-07-13;3380405.4794521;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-07-24;3384443.8356164;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-08-04;3388482.1917808;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-08-15;3392520.5479452;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-08-26;3396558.9041096;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-09-06;3400597.260274;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-09-17;3404635.6164384;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-09-28;3408673.9726027;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-10-09;3412712.3287671;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-10-20;3416750.6849315;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-10-31;3420789.0410959;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-11-11;3424827.3972603;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-11-22;3428865.7534247;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-12-03;3432904.109589;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-12-14;3436942.4657534;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2016-12-25;3440980.8219178;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-01-05;3445019.1780822;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-01-16;3449057.5342466;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-01-27;3453095.890411;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-02-07;3457134.2465753;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-02-18;3461172.6027397;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-03-01;3465210.9589041;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-03-12;3469249.3150685;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-03-23;3473287.6712329;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-04-03;3477326.0273973;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-04-14;3481364.3835616;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-04-25;3485402.739726;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-05-06;3489441.0958904;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-05-17;3493479.4520548;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-05-28;3497517.8082192;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-06-08;3501556.1643836;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-06-19;3505594.5205479;1
"CERI 2003 - Total Production - Case 2:  Adjusted Unconstrained Supply";2017-06-30;3509632.8767123;1
"NEB 2000 - $22 Sensitivity";1995-03-19;423548.54324067;1
"NEB 2000 - $22 Sensitivity";1995-03-30;422283.26524191;1
"NEB 2000 - $22 Sensitivity";1995-04-10;421017.98724315;1
"NEB 2000 - $22 Sensitivity";1995-04-21;419752.70924439;1
"NEB 2000 - $22 Sensitivity";1995-05-02;418596.6690059;1
"NEB 2000 - $22 Sensitivity";1995-05-13;417932.19868867;1
"NEB 2000 - $22 Sensitivity";1995-05-24;417267.72837145;1
"NEB 2000 - $22 Sensitivity";1995-06-04;416603.25805422;1
"NEB 2000 - $22 Sensitivity";1995-06-15;415938.78773699;1
"NEB 2000 - $22 Sensitivity";1995-06-26;417063.93485466;1
"NEB 2000 - $22 Sensitivity";1995-07-07;418189.08197234;1
"NEB 2000 - $22 Sensitivity";1995-07-18;419314.22909002;1
"NEB 2000 - $22 Sensitivity";1995-07-29;420439.3762077;1
"NEB 2000 - $22 Sensitivity";1995-08-09;421564.52332537;1
"NEB 2000 - $22 Sensitivity";1995-08-20;422689.67044304;1
"NEB 2000 - $22 Sensitivity";1995-08-31;423814.81756072;1
"NEB 2000 - $22 Sensitivity";1995-09-11;424939.96467839;1
"NEB 2000 - $22 Sensitivity";1995-09-22;426103.34935347;1
"NEB 2000 - $22 Sensitivity";1995-10-03;427286.86053307;1
"NEB 2000 - $22 Sensitivity";1995-10-14;428002.47950362;1
"NEB 2000 - $22 Sensitivity";1995-10-25;428718.09847416;1
"NEB 2000 - $22 Sensitivity";1995-11-05;429433.71744471;1
"NEB 2000 - $22 Sensitivity";1995-11-16;430149.33641524;1
"NEB 2000 - $22 Sensitivity";1995-11-27;430864.95538579;1
"NEB 2000 - $22 Sensitivity";1995-12-08;431580.57435633;1
"NEB 2000 - $22 Sensitivity";1995-12-19;432296.19332688;1
"NEB 2000 - $22 Sensitivity";1995-12-30;433011.81229742;1
"NEB 2000 - $22 Sensitivity";1996-01-10;433727.43126797;1
"NEB 2000 - $22 Sensitivity";1996-01-21;435078.03778672;1
"NEB 2000 - $22 Sensitivity";1996-02-01;437190.62936335;1
"NEB 2000 - $22 Sensitivity";1996-02-12;439303.24236969;1
"NEB 2000 - $22 Sensitivity";1996-02-23;441415.86341218;1
"NEB 2000 - $22 Sensitivity";1996-03-05;443528.48445467;1
"NEB 2000 - $22 Sensitivity";1996-03-16;445641.10549715;1
"NEB 2000 - $22 Sensitivity";1996-03-27;447753.72653964;1
"NEB 2000 - $22 Sensitivity";1996-04-07;449866.34758214;1
"NEB 2000 - $22 Sensitivity";1996-04-18;451978.96862462;1
"NEB 2000 - $22 Sensitivity";1996-04-29;454487.44027984;1
"NEB 2000 - $22 Sensitivity";1996-05-10;457035.4715923;1
"NEB 2000 - $22 Sensitivity";1996-05-21;459583.49337824;1
"NEB 2000 - $22 Sensitivity";1996-06-01;462131.51516419;1
"NEB 2000 - $22 Sensitivity";1996-06-12;464679.53695012;1
"NEB 2000 - $22 Sensitivity";1996-06-23;467227.55873606;1
"NEB 2000 - $22 Sensitivity";1996-07-04;469775.580522;1
"NEB 2000 - $22 Sensitivity";1996-07-15;472361.09992255;1
"NEB 2000 - $22 Sensitivity";1996-07-26;475108.09637986;1
"NEB 2000 - $22 Sensitivity";1996-08-06;477807.64859509;1
"NEB 2000 - $22 Sensitivity";1996-08-17;480507.20081033;1
"NEB 2000 - $22 Sensitivity";1996-08-28;483206.75302557;1
"NEB 2000 - $22 Sensitivity";1996-09-08;485906.3052408;1
"NEB 2000 - $22 Sensitivity";1996-09-19;488569.31048589;1
"NEB 2000 - $22 Sensitivity";1996-09-30;490967.10440567;1
"NEB 2000 - $22 Sensitivity";1996-10-11;493354.82332949;1
"NEB 2000 - $22 Sensitivity";1996-10-22;495742.5422533;1
"NEB 2000 - $22 Sensitivity";1996-11-02;498130.26117712;1
"NEB 2000 - $22 Sensitivity";1996-11-13;500517.98010094;1
"NEB 2000 - $22 Sensitivity";1996-11-24;502905.69902476;1
"NEB 2000 - $22 Sensitivity";1996-12-05;505234.07263038;1
"NEB 2000 - $22 Sensitivity";1996-12-16;507562.44623599;1
"NEB 2000 - $22 Sensitivity";1996-12-27;510024.97269435;1
"NEB 2000 - $22 Sensitivity";1997-01-07;512648.482576;1
"NEB 2000 - $22 Sensitivity";1997-01-18;515271.99245765;1
"NEB 2000 - $22 Sensitivity";1997-01-29;517895.50233929;1
"NEB 2000 - $22 Sensitivity";1997-02-09;520519.01222093;1
"NEB 2000 - $22 Sensitivity";1997-02-20;522800.21947577;1
"NEB 2000 - $22 Sensitivity";1997-03-03;524482.3971337;1
"NEB 2000 - $22 Sensitivity";1997-03-14;526164.57479162;1
"NEB 2000 - $22 Sensitivity";1997-03-25;527846.75244955;1
"NEB 2000 - $22 Sensitivity";1997-04-05;529501.53891578;1
"NEB 2000 - $22 Sensitivity";1997-04-16;531153.58626283;1
"NEB 2000 - $22 Sensitivity";1997-04-27;532805.63360989;1
"NEB 2000 - $22 Sensitivity";1997-05-08;534457.68095695;1
"NEB 2000 - $22 Sensitivity";1997-05-19;536109.72830401;1
"NEB 2000 - $22 Sensitivity";1997-05-30;537761.77565107;1
"NEB 2000 - $22 Sensitivity";1997-06-10;540116.20667218;1
"NEB 2000 - $22 Sensitivity";1997-06-21;542626.72295418;1
"NEB 2000 - $22 Sensitivity";1997-07-02;545137.23923618;1
"NEB 2000 - $22 Sensitivity";1997-07-13;547132.62676;1
"NEB 2000 - $22 Sensitivity";1997-07-24;549076.50140799;1
"NEB 2000 - $22 Sensitivity";1997-08-04;551020.37605598;1
"NEB 2000 - $22 Sensitivity";1997-08-15;552810.05462311;1
"NEB 2000 - $22 Sensitivity";1997-08-26;553905.85082626;1
"NEB 2000 - $22 Sensitivity";1997-09-06;555001.64702941;1
"NEB 2000 - $22 Sensitivity";1997-09-17;556097.44323257;1
"NEB 2000 - $22 Sensitivity";1997-09-28;557193.23943572;1
"NEB 2000 - $22 Sensitivity";1997-10-09;558289.03563887;1
"NEB 2000 - $22 Sensitivity";1997-10-20;560038.6602886;1
"NEB 2000 - $22 Sensitivity";1997-10-31;562531.82641406;1
"NEB 2000 - $22 Sensitivity";1997-11-11;564614.46593816;1
"NEB 2000 - $22 Sensitivity";1997-11-22;566697.10546228;1
"NEB 2000 - $22 Sensitivity";1997-12-03;568779.74498638;1
"NEB 2000 - $22 Sensitivity";1997-12-14;570862.38451049;1
"NEB 2000 - $22 Sensitivity";1997-12-25;572945.02403459;1
"NEB 2000 - $22 Sensitivity";1998-01-05;574847.45745011;1
"NEB 2000 - $22 Sensitivity";1998-01-16;576434.5301756;1
"NEB 2000 - $22 Sensitivity";1998-01-27;578021.60290109;1
"NEB 2000 - $22 Sensitivity";1998-02-07;578670.47804941;1
"NEB 2000 - $22 Sensitivity";1998-02-18;579319.35319772;1
"NEB 2000 - $22 Sensitivity";1998-03-01;579968.22834603;1
"NEB 2000 - $22 Sensitivity";1998-03-12;580617.10349434;1
"NEB 2000 - $22 Sensitivity";1998-03-23;581265.97864266;1
"NEB 2000 - $22 Sensitivity";1998-04-03;581914.85379097;1
"NEB 2000 - $22 Sensitivity";1998-04-14;582563.72893928;1
"NEB 2000 - $22 Sensitivity";1998-04-25;583212.60408758;1
"NEB 2000 - $22 Sensitivity";1998-05-06;583760.2830233;1
"NEB 2000 - $22 Sensitivity";1998-05-17;584223.63178185;1
"NEB 2000 - $22 Sensitivity";1998-05-28;584686.9805404;1
"NEB 2000 - $22 Sensitivity";1998-06-08;585150.32929895;1
"NEB 2000 - $22 Sensitivity";1998-06-19;585613.6780575;1
"NEB 2000 - $22 Sensitivity";1998-06-30;586077.02681605;1
"NEB 2000 - $22 Sensitivity";1998-07-11;586540.3755746;1
"NEB 2000 - $22 Sensitivity";1998-07-22;586993.49060204;1
"NEB 2000 - $22 Sensitivity";1998-08-02;587428.69660008;1
"NEB 2000 - $22 Sensitivity";1998-08-13;587863.9025981;1
"NEB 2000 - $22 Sensitivity";1998-08-24;588299.10859614;1
"NEB 2000 - $22 Sensitivity";1998-09-04;588854.30087869;1
"NEB 2000 - $22 Sensitivity";1998-09-15;589478.05675241;1
"NEB 2000 - $22 Sensitivity";1998-09-26;590101.81262612;1
