Compilation;Date;Value;plotParameter
"NEB 2000 - $14 Sensitivity";2013-06-10;992732.89008571;1
"NEB 2000 - $14 Sensitivity";2013-06-21;992755.30828173;1
"NEB 2000 - $14 Sensitivity";2013-07-02;992722.5160428;1
"NEB 2000 - $14 Sensitivity";2013-07-13;992593.10554271;1
"NEB 2000 - $14 Sensitivity";2013-07-24;992463.69504262;1
"NEB 2000 - $14 Sensitivity";2013-08-04;992334.28454253;1
"NEB 2000 - $14 Sensitivity";2013-08-15;992204.87404244;1
"NEB 2000 - $14 Sensitivity";2013-08-26;992075.46354235;1
"NEB 2000 - $14 Sensitivity";2013-09-06;991946.05304227;1
"NEB 2000 - $14 Sensitivity";2013-09-17;991816.64254217;1
"NEB 2000 - $14 Sensitivity";2013-09-28;991687.23204209;1
"NEB 2000 - $14 Sensitivity";2013-10-09;991557.82154201;1
"NEB 2000 - $14 Sensitivity";2013-10-20;991428.41104191;1
"NEB 2000 - $14 Sensitivity";2013-10-31;991298.98673922;1
"NEB 2000 - $14 Sensitivity";2013-11-11;991169.42441043;1
"NEB 2000 - $14 Sensitivity";2013-11-22;991039.86208164;1
"NEB 2000 - $14 Sensitivity";2013-12-03;990965.53779303;1
"NEB 2000 - $14 Sensitivity";2013-12-14;991139.78468515;1
"NEB 2000 - $14 Sensitivity";2013-12-25;991314.03157728;1
"NEB 2000 - $14 Sensitivity";2014-01-05;991987.40245502;1
"NEB 2000 - $14 Sensitivity";2014-01-16;992619.58851366;1
"NEB 2000 - $14 Sensitivity";2014-01-27;993251.77457231;1
"NEB 2000 - $14 Sensitivity";2014-02-07;993925.36845716;1
"NEB 2000 - $14 Sensitivity";2014-02-18;994633.46886385;1
"NEB 2000 - $14 Sensitivity";2014-03-01;995341.56927054;1
"NEB 2000 - $14 Sensitivity";2014-03-12;996049.66967723;1
"NEB 2000 - $14 Sensitivity";2014-03-23;996757.77008393;1
"NEB 2000 - $14 Sensitivity";2014-04-03;997465.87049062;1
"NEB 2000 - $14 Sensitivity";2014-04-14;997966.93176627;1
"NEB 2000 - $14 Sensitivity";2014-04-25;998447.2891288;1
"NEB 2000 - $14 Sensitivity";2014-05-06;998151.66383928;1
"NEB 2000 - $14 Sensitivity";2014-05-17;997655.33136546;1
"NEB 2000 - $14 Sensitivity";2014-05-28;997158.99889162;1
"NEB 2000 - $14 Sensitivity";2014-06-08;996935.36140802;1
"NEB 2000 - $14 Sensitivity";2014-06-19;997938.85138042;1
"NEB 2000 - $14 Sensitivity";2014-06-30;998942.34135281;1
"NEB 2000 - $14 Sensitivity";2014-07-11;999945.83132521;1
"NEB 2000 - $14 Sensitivity";2014-07-22;1000949.3212976;1
"NEB 2000 - $14 Sensitivity";2014-08-02;1000825.5954226;1
"NEB 2000 - $14 Sensitivity";2014-08-13;1000701.8695476;1
"NEB 2000 - $14 Sensitivity";2014-08-24;1000550.5108499;1
"NEB 2000 - $14 Sensitivity";2014-09-04;1000274.8044501;1
"NEB 2000 - $14 Sensitivity";2014-09-15;999999.09805035;1
"NEB 2000 - $14 Sensitivity";2014-09-26;999723.43305839;1
"NEB 2000 - $14 Sensitivity";2014-10-07;999447.8784873;1
"NEB 2000 - $14 Sensitivity";2014-10-18;999172.32391619;1
"NEB 2000 - $14 Sensitivity";2014-10-29;998931.27586694;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-07-01;739000;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-07-12;745991.78082192;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-07-23;752983.56164384;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-08-03;759975.34246575;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-08-14;766967.12328767;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-08-25;773958.90410959;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-09-05;780950.68493151;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-09-16;787942.46575342;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-09-27;794934.24657534;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-10-08;801926.02739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-10-19;808917.80821918;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-10-30;815909.5890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-11-10;822901.36986301;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-11-21;829893.15068493;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-12-02;836884.93150685;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-12-13;843876.71232877;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2002-12-24;850868.49315068;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-01-04;857860.2739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-01-15;864852.05479452;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-01-26;871843.83561644;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-02-06;878835.61643836;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-02-17;885827.39726027;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-02-28;892819.17808219;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-03-11;899810.95890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-03-22;906802.73972603;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-04-02;913794.52054794;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-04-13;920786.30136986;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-04-24;927778.08219178;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-05-05;934769.8630137;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-05-16;941761.64383562;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-05-27;948753.42465753;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-06-07;955745.20547945;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-06-18;962736.98630137;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-06-29;969728.76712329;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-07-10;972352.45901639;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-07-21;974005.46448087;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-08-01;975658.46994536;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-08-12;977311.47540984;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-08-23;978964.48087432;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-09-03;980617.4863388;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-09-14;982270.49180328;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-09-25;983923.49726776;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-10-06;985576.50273224;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-10-17;987229.50819672;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-10-28;988882.5136612;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-11-08;990535.51912568;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-11-19;992188.52459016;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-11-30;993841.53005464;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-12-11;995494.53551913;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2003-12-22;997147.54098361;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-01-02;998800.54644809;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-01-13;1000453.5519126;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-01-24;1002106.557377;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-02-04;1003759.5628415;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-02-15;1005412.568306;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-02-26;1007065.5737705;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-03-08;1008718.579235;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-03-19;1010371.5846995;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-03-30;1012024.5901639;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-04-10;1013677.5956284;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-04-21;1015330.6010929;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-05-02;1016983.6065574;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-05-13;1018636.6120219;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-05-24;1020289.6174863;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-06-04;1021942.6229508;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-06-15;1023595.6284153;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-06-26;1025248.6338798;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-07-07;1026690.4109589;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-07-18;1027956.1643836;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-07-29;1029221.9178082;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-08-09;1030487.6712329;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-08-20;1031753.4246575;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-08-31;1033019.1780822;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-09-11;1034284.9315068;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-09-22;1035550.6849315;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-10-03;1036816.4383562;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-10-14;1038082.1917808;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-10-25;1039347.9452055;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-11-05;1040613.6986301;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-11-16;1041879.4520548;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-11-27;1043145.2054795;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-12-08;1044410.9589041;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-12-19;1045676.7123288;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2004-12-30;1046942.4657534;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-01-10;1048208.2191781;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-01-21;1049473.9726027;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-02-01;1050739.7260274;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-02-12;1052005.4794521;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-02-23;1053271.2328767;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-03-06;1054536.9863014;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-03-17;1055802.739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-03-28;1057068.4931507;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-04-08;1058334.2465753;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-04-19;1059600;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-04-30;1060865.7534247;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-05-11;1062131.5068493;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-05-22;1063397.260274;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-06-02;1064663.0136986;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-06-13;1065928.7671233;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-06-24;1067194.5205479;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-07-05;1068624.6575342;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-07-16;1070342.4657534;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-07-27;1072060.2739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-08-07;1073778.0821918;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-08-18;1075495.890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-08-29;1077213.6986301;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-09-09;1078931.5068493;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-09-20;1080649.3150685;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-10-01;1082367.1232877;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-10-12;1084084.9315068;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-10-23;1085802.739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-11-03;1087520.5479452;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-11-14;1089238.3561644;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-11-25;1090956.1643836;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-12-06;1092673.9726027;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-12-17;1094391.7808219;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2005-12-28;1096109.5890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-01-08;1097827.3972603;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-01-19;1099545.2054795;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-01-30;1101263.0136986;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-02-10;1102980.8219178;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-02-21;1104698.630137;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-03-04;1106416.4383562;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-03-15;1108134.2465753;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-03-26;1109852.0547945;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-04-06;1111569.8630137;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-04-17;1113287.6712329;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-04-28;1115005.4794521;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-05-09;1116723.2876712;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-05-20;1118441.0958904;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-05-31;1120158.9041096;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-06-11;1121876.7123288;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-06-22;1123594.5205479;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-07-03;1125164.3835616;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-07-14;1126068.4931507;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-07-25;1126972.6027397;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-08-05;1127876.7123288;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-08-16;1128780.8219178;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-08-27;1129684.9315068;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-09-07;1130589.0410959;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-09-18;1131493.1506849;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-09-29;1132397.260274;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-10-10;1133301.369863;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-10-21;1134205.4794521;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-11-01;1135109.5890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-11-12;1136013.6986301;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-11-23;1136917.8082192;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-12-04;1137821.9178082;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-12-15;1138726.0273973;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2006-12-26;1139630.1369863;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-01-06;1140534.2465753;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-01-17;1141438.3561644;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-01-28;1142342.4657534;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-02-08;1143246.5753425;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-02-19;1144150.6849315;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-03-02;1145054.7945205;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-03-13;1145958.9041096;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-03-24;1146863.0136986;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-04-04;1147767.1232877;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-04-15;1148671.2328767;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-04-26;1149575.3424658;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-05-07;1150479.4520548;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-05-18;1151383.5616438;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-05-29;1152287.6712329;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-06-09;1153191.7808219;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-06-20;1154095.890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-07-01;1155000;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-07-12;1154969.9453552;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-07-23;1154939.8907104;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-08-03;1154909.8360656;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-08-14;1154879.7814208;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-08-25;1154849.726776;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-09-05;1154819.6721311;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-09-16;1154789.6174863;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-09-27;1154759.5628415;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-10-08;1154729.5081967;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-10-19;1154699.4535519;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-10-30;1154669.3989071;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-11-10;1154639.3442623;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-11-21;1154609.2896175;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-12-02;1154579.2349727;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-12-13;1154549.1803279;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2007-12-24;1154519.1256831;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-01-04;1154489.0710383;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-01-15;1154459.0163934;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-01-26;1154428.9617486;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-02-06;1154398.9071038;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-02-17;1154368.852459;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-02-28;1154338.7978142;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-03-10;1154308.7431694;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-03-21;1154278.6885246;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-04-01;1154248.6338798;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-04-12;1154218.579235;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-04-23;1154188.5245902;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-05-04;1154158.4699454;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-05-15;1154128.4153005;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-05-26;1154098.3606557;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-06-06;1154068.3060109;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-06-17;1154038.2513661;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-06-28;1154008.1967213;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-07-09;1153868.4931507;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-07-20;1153687.6712329;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-07-31;1153506.8493151;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-08-11;1153326.0273973;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-08-22;1153145.2054795;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-09-02;1152964.3835616;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-09-13;1152783.5616438;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-09-24;1152602.739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-10-05;1152421.9178082;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-10-16;1152241.0958904;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-10-27;1152060.2739726;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-11-07;1151879.4520548;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-11-18;1151698.630137;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-11-29;1151517.8082192;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-12-10;1151336.9863014;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2008-12-21;1151156.1643836;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-01-01;1150975.3424658;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-01-12;1150794.5205479;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-01-23;1150613.6986301;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-02-03;1150432.8767123;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-02-14;1150252.0547945;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-02-25;1150071.2328767;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-03-08;1149890.4109589;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-03-19;1149709.5890411;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-03-30;1149528.7671233;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-04-10;1149347.9452055;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-04-21;1149167.1232877;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-05-02;1148986.3013699;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-05-13;1148805.4794521;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-05-24;1148624.6575342;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-06-04;1148443.8356164;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-06-15;1148263.0136986;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-06-26;1148082.1917808;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-07-07;1147901.369863;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-07-18;1147720.5479452;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-07-29;1147539.7260274;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-08-09;1147358.9041096;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-08-20;1147178.0821918;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-08-31;1146997.260274;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-09-11;1146816.4383562;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-09-22;1146635.6164384;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-10-03;1146454.7945205;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-10-14;1146273.9726027;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-10-25;1146093.1506849;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-11-05;1145912.3287671;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-11-16;1145731.5068493;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-11-27;1145550.6849315;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-12-08;1145369.8630137;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-12-19;1145189.0410959;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2009-12-30;1145008.2191781;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-01-10;1144827.3972603;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-01-21;1144646.5753425;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-02-01;1144465.7534247;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-02-12;1144284.9315068;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-02-23;1144104.109589;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-03-06;1143923.2876712;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-03-17;1143742.4657534;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-03-28;1143561.6438356;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-04-08;1143380.8219178;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-04-19;1143200;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-04-30;1143019.1780822;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-05-11;1142838.3561644;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-05-22;1142657.5342466;1
"CERI 2003 - Total Production - Case 5:  Low Supply Outlook";2010-06-02;1142476.7123288;1
